Date,Open,High,Low,Close,Volume,Adj Close
2015-07-16,1181.119995,1185.969971,1176.51001,1185.969971,000,1185.969971
2015-07-15,1178.839966,1182.069946,1171.819946,1181.410034,000,1181.410034
2015-07-14,1178.50,1182.530029,1171.319946,1182.27002,000,1182.27002
2015-07-13,1173.77002,1189.390015,1168.449951,1186.079956,000,1186.079956
2015-07-10,1173.660034,1178.859985,1169.810059,1173.790039,000,1173.790039
2015-07-09,1145.880005,1160.680054,1144.910034,1146.780029,000,1146.780029
2015-07-08,1129.160034,1134.449951,1077.650024,1111.930054,000,1111.930054
2015-07-07,1178.140015,1188.310059,1173.47998,1180.47998,000,1180.47998
2015-07-06,1191.23999,1194.410034,1170.119995,1189.790039,000,1189.790039
2015-07-02,1239.390015,1241.23999,1233.27002,1235.390015,000,1235.390015
2015-07-01,1233.339966,1233.349976,1233.329956,1233.339966,000,1233.339966
2015-06-30,1235.300049,1244.02002,1221.969971,1221.969971,000,1221.969971
2015-06-29,1221.040039,1227.719971,1206.27002,1221.969971,000,1221.969971
2015-06-26,1253.410034,1257.300049,1244.50,1250.48999,000,1250.48999
2015-06-25,1280.349976,1280.719971,1271.859985,1271.97998,000,1271.97998
2015-06-24,1283.079956,1286.369995,1278.319946,1285.040039,000,1285.040039
2015-06-23,1274.939941,1287.00,1274.319946,1283.540039,000,1283.540039
2015-06-22,1264.030029,1277.280029,1261.130005,1273.300049,000,1273.300049
2015-06-19,1267.170044,1267.170044,1255.359985,1256.75,000,1256.75
2015-06-18,1254.150024,1260.27002,1247.819946,1252.150024,000,1252.150024
2015-06-17,1253.77002,1263.109985,1253.709961,1256.439941,000,1256.439941
2015-06-16,1258.609985,1258.609985,1247.609985,1248.030029,000,1248.030029
2015-06-15,1264.72998,1267.72998,1261.109985,1262.209961,000,1262.209961
2015-06-12,1271.02002,1283.180054,1265.02002,1280.160034,000,1280.160034
2015-06-11,1264.189941,1266.040039,1260.380005,1264.040039,000,1264.040039
2015-06-10,1269.790039,1272.73999,1248.109985,1251.829956,000,1251.829956
2015-06-09,1270.219971,1274.680054,1265.630005,1266.73999,000,1266.73999
2015-06-08,1284.099976,1287.180054,1280.910034,1281.76001,000,1281.76001
2015-06-05,1284.459961,1287.920044,1278.680054,1281.660034,000,1281.660034
2015-06-04,1238.109985,1255.819946,1236.22998,1249.800049,000,1249.800049
2015-06-03,1300.219971,1303.930054,1297.76001,1301.640015,000,1301.640015
2015-06-02,1294.660034,1300.400024,1292.410034,1297.47998,000,1297.47998
2015-06-01,1304.209961,1309.939941,1300.97998,1301.27002,000,1301.27002
2015-05-29,1299.069946,1302.27002,1291.869995,1294.140015,000,1294.140015
2015-05-28,1303.300049,1305.02002,1285.550049,1294.130005,000,1294.130005
2015-05-27,1320.140015,1323.150024,1316.099976,1322.030029,000,1322.030029
2015-05-26,1345.97998,1345.97998,1338.140015,1338.709961,000,1338.709961
2015-05-22,1327.569946,1332.51001,1327.150024,1329.420044,000,1329.420044
2015-05-21,1310.920044,1312.310059,1304.109985,1308.060059,000,1308.060059
2015-05-20,1311.949951,1315.699951,1305.400024,1309.689941,000,1309.689941
2015-05-19,1317.060059,1318.170044,1311.420044,1315.780029,000,1315.780029
2015-05-18,1313.170044,1313.619995,1304.689941,1312.180054,000,1312.180054
2015-05-15,1305.949951,1329.97998,1303.839966,1325.00,000,1325.00
2015-05-14,1300.920044,1300.920044,1295.140015,1299.469971,000,1299.469971
2015-05-13,1305.609985,1307.51001,1294.130005,1296.650024,000,1296.650024
2015-05-12,1310.920044,1311.630005,1299.719971,1300.290039,000,1300.290039
2015-05-11,1315.689941,1320.48999,1312.640015,1313.930054,000,1313.930054
2015-05-08,1307.209961,1314.339966,1301.319946,1310.680054,000,1310.680054
2015-05-07,1307.780029,1308.410034,1295.280029,1299.050049,000,1299.050049
2015-05-06,1331.329956,1331.449951,1313.22998,1316.630005,000,1316.630005
2015-05-05,1327.040039,1327.660034,1315.27002,1322.25,000,1322.25
2015-05-04,1342.930054,1343.670044,1337.719971,1337.959961,000,1337.959961
2015-05-01,1336.01001,1336.030029,1336.00,1336.030029,000,1336.030029
2015-04-30,1338.619995,1343.939941,1335.619995,1336.030029,000,1336.030029
2015-04-29,1349.349976,1355.26001,1346.50,1353.73999,000,1353.73999
2015-04-28,1355.119995,1356.699951,1347.75,1356.400024,000,1356.400024
2015-04-27,1355.089966,1361.719971,1353.650024,1354.380005,000,1354.380005
2015-04-24,1320.98999,1338.449951,1318.469971,1338.27002,000,1338.27002
2015-04-23,1339.469971,1340.48999,1325.130005,1327.079956,000,1327.079956
2015-04-22,1333.380005,1336.380005,1327.380005,1331.650024,000,1331.650024
2015-04-21,1323.390015,1335.800049,1318.390015,1333.119995,000,1333.119995
2015-04-20,1310.01001,1310.780029,1283.209961,1290.47998,000,1290.47998
2015-04-17,1323.47998,1324.430054,1310.300049,1312.160034,000,1312.160034
2015-04-16,1313.97998,1318.369995,1309.109985,1315.599976,000,1315.599976
2015-04-15,1310.97998,1319.01001,1304.890015,1314.72998,000,1314.72998
2015-04-14,1326.27002,1328.150024,1309.619995,1313.329956,000,1313.329956
2015-04-13,1304.650024,1330.939941,1304.02002,1330.400024,000,1330.400024
2015-04-10,1289.73999,1298.23999,1284.369995,1297.97998,000,1297.97998
2015-04-09,1294.439941,1297.22998,1281.400024,1283.47998,000,1283.47998
2015-04-08,1237.060059,1257.469971,1236.939941,1257.040039,000,1257.040039
2015-04-07,1214.369995,1214.390015,1214.359985,1214.390015,000,1214.390015
2015-04-06,1214.369995,1214.390015,1214.359985,1214.390015,000,1214.390015
2015-04-02,1209.859985,1215.810059,1209.219971,1214.390015,000,1214.390015
2015-04-01,1203.420044,1204.920044,1201.050049,1203.800049,000,1203.800049
2015-03-31,1199.439941,1200.97998,1196.180054,1197.630005,000,1197.630005
2015-03-30,1195.609985,1199.319946,1193.47998,1193.849976,000,1193.849976
2015-03-27,1181.50,1181.51001,1178.349976,1179.869995,000,1179.869995
2015-03-26,1184.589966,1186.160034,1181.439941,1182.810059,000,1182.810059
2015-03-25,1183.109985,1185.47998,1180.52002,1184.199951,000,1184.199951
2015-03-24,1175.75,1180.869995,1175.02002,1178.48999,000,1178.48999
2015-03-23,1180.609985,1181.709961,1177.160034,1180.030029,000,1180.030029
2015-03-20,1176.150024,1179.51001,1173.880005,1174.890015,000,1174.890015
2015-03-19,1169.880005,1182.670044,1169.880005,1181.369995,000,1181.369995
2015-03-18,1169.969971,1173.98999,1168.540039,1169.890015,000,1169.890015
2015-03-17,1164.51001,1165.300049,1154.97998,1158.50,000,1158.50
2015-03-16,1161.97998,1162.390015,1159.189941,1161.569946,000,1161.569946
2015-03-13,1156.329956,1159.800049,1153.859985,1154.589966,000,1154.589966
2015-03-12,1154.790039,1157.449951,1150.680054,1152.23999,000,1152.23999
2015-03-11,1153.550049,1153.709961,1145.890015,1146.459961,000,1146.459961
2015-03-10,1161.209961,1161.209961,1153.880005,1154.829956,000,1154.829956
2015-03-09,1157.329956,1169.72998,1157.319946,1165.040039,000,1165.040039
2015-03-06,1167.869995,1168.199951,1164.150024,1166.26001,000,1166.26001
2015-03-05,1171.300049,1171.359985,1165.160034,1169.640015,000,1169.640015
2015-03-04,1186.01001,1189.00,1177.27002,1178.619995,000,1178.619995
2015-03-03,1196.76001,1197.680054,1187.790039,1190.119995,000,1190.119995
2015-03-02,1199.73999,1200.98999,1196.689941,1200.339966,000,1200.339966
2015-02-27,1206.609985,1206.969971,1199.099976,1199.130005,000,1199.130005
2015-02-26,1204.459961,1205.859985,1200.780029,1205.170044,000,1205.170044
2015-02-25,1201.939941,1202.52002,1195.910034,1198.689941,000,1198.689941
2015-02-24,1193.910034,1197.550049,1193.699951,1196.430054,000,1196.430054
2015-02-23,1197.390015,1200.050049,1196.310059,1198.290039,000,1198.290039
2015-02-20,1197.949951,1197.969971,1197.930054,1197.969971,000,1197.969971
2015-02-19,1197.939941,1197.969971,1197.930054,1197.969971,000,1197.969971
2015-02-18,1197.949951,1197.969971,1197.930054,1197.969971,000,1197.969971
2015-02-17,1196.030029,1196.790039,1193.069946,1196.209961,000,1196.209961
2015-02-13,1191.150024,1191.369995,1187.420044,1190.829956,000,1190.829956
2015-02-12,1176.959961,1180.72998,1176.51001,1180.540039,000,1180.540039
2015-02-11,1172.25,1174.069946,1170.859985,1172.550049,000,1172.550049
2015-02-10,1184.310059,1186.109985,1181.099976,1183.819946,000,1183.819946
2015-02-09,1186.280029,1188.949951,1183.150024,1183.619995,000,1183.619995
2015-02-06,1195.709961,1196.900024,1191.939941,1192.420044,000,1192.420044
2015-02-05,1199.73999,1201.069946,1192.75,1199.079956,000,1199.079956
2015-02-04,1192.339966,1193.359985,1188.26001,1190.949951,000,1190.949951
2015-02-03,1173.75,1185.130005,1172.900024,1181.969971,000,1181.969971
2015-02-02,1178.099976,1182.160034,1176.550049,1181.640015,000,1181.640015
2015-01-30,1182.349976,1184.00,1176.469971,1179.140015,000,1179.140015
2015-01-29,1181.589966,1185.459961,1181.589966,1184.640015,000,1184.640015
2015-01-28,1198.119995,1198.23999,1190.290039,1192.969971,000,1192.969971
2015-01-27,1182.810059,1189.290039,1182.150024,1188.459961,000,1188.459961
2015-01-26,1191.920044,1195.569946,1190.73999,1195.26001,000,1195.26001
2015-01-23,1193.939941,1195.040039,1190.140015,1194.630005,000,1194.630005
2015-01-22,1179.459961,1182.22998,1176.430054,1178.719971,000,1178.719971
2015-01-21,1165.869995,1168.689941,1163.73999,1167.900024,000,1167.900024
2015-01-20,1143.369995,1150.030029,1142.160034,1148.27002,000,1148.27002
2015-01-16,1162.939941,1162.939941,1151.699951,1151.890015,000,1151.890015
2015-01-15,1152.400024,1164.209961,1152.390015,1162.959961,000,1162.959961
2015-01-14,1157.300049,1159.079956,1149.280029,1152.420044,000,1152.420044
2015-01-13,1142.160034,1159.180054,1142.150024,1159.180054,000,1159.180054
2015-01-12,1145.640015,1151.72998,1144.599976,1149.50,000,1149.50
2015-01-09,1149.869995,1151.699951,1138.819946,1142.180054,000,1142.180054
2015-01-08,1134.420044,1137.959961,1133.50,1136.469971,000,1136.469971
2015-01-07,1122.310059,1127.959961,1117.119995,1126.839966,000,1126.839966
2015-01-06,1107.800049,1115.650024,1107.800049,1115.25,000,1115.25
2015-01-05,1135.219971,1136.349976,1125.040039,1125.400024,000,1125.400024
2015-01-02,1128.859985,1132.579956,1127.119995,1132.189941,000,1132.189941
2014-12-31,1121.119995,1121.140015,1121.099976,1121.140015,000,1121.140015
2014-12-30,1119.859985,1120.619995,1114.170044,1116.910034,000,1116.910034
2014-12-29,1130.949951,1132.359985,1129.050049,1131.800049,000,1131.800049
2014-12-26,1113.430054,1113.439941,1113.400024,1113.439941,000,1113.439941
2014-12-24,1113.400024,1113.439941,1113.400024,1113.439941,000,1113.439941
2014-12-23,1117.319946,1117.400024,1109.359985,1113.150024,000,1113.150024
2014-12-22,1118.400024,1120.630005,1115.819946,1117.660034,000,1117.660034
2014-12-19,1101.609985,1104.459961,1100.98999,1102.300049,000,1102.300049
2014-12-18,1083.780029,1088.410034,1082.52002,1087.569946,000,1087.569946
2014-12-17,1076.310059,1078.540039,1074.030029,1075.47998,000,1075.47998
2014-12-16,1077.680054,1080.819946,1075.079956,1076.079956,000,1076.079956
2014-12-15,1092.079956,1102.930054,1089.910034,1102.930054,000,1102.930054
2014-12-12,1108.51001,1108.890015,1102.670044,1102.930054,000,1102.930054
2014-12-11,1104.040039,1110.599976,1103.280029,1107.369995,000,1107.369995
2014-12-10,1113.089966,1122.849976,1112.930054,1117.170044,000,1117.170044
2014-12-09,1132.48999,1132.48999,1112.050049,1115.609985,000,1115.609985
2014-12-08,1142.949951,1147.650024,1142.469971,1144.140015,000,1144.140015
2014-12-05,1144.680054,1147.77002,1140.369995,1141.180054,000,1141.180054
2014-12-04,1121.400024,1132.130005,1119.910034,1131.77002,000,1131.77002
2014-12-03,1113.599976,1118.119995,1110.880005,1110.920044,000,1110.920044
2014-12-02,1116.339966,1128.430054,1115.819946,1122.349976,000,1122.349976
2014-12-01,1119.569946,1119.800049,1109.540039,1110.699951,000,1110.699951
2014-11-28,1144.099976,1145.170044,1139.47998,1140.349976,000,1140.349976
2014-11-26,1138.00,1150.400024,1137.589966,1147.930054,000,1147.930054
2014-11-25,1137.359985,1139.099976,1135.839966,1137.719971,000,1137.719971
2014-11-24,1139.26001,1140.849976,1136.410034,1140.099976,000,1140.099976
2014-11-21,1118.97998,1123.880005,1117.920044,1120.48999,000,1120.48999
2014-11-20,1119.790039,1120.800049,1116.099976,1116.76001,000,1116.76001
2014-11-19,1120.930054,1121.27002,1115.709961,1116.819946,000,1116.819946
2014-11-18,1125.709961,1128.26001,1122.550049,1125.180054,000,1125.180054
2014-11-17,1140.51001,1140.810059,1134.579956,1134.670044,000,1134.670044
2014-11-14,1145.709961,1148.910034,1142.880005,1148.390015,000,1148.390015
2014-11-13,1141.180054,1146.449951,1139.670044,1143.25,000,1143.25
2014-11-12,1136.300049,1143.72998,1135.829956,1141.339966,000,1141.339966
2014-11-11,1136.109985,1137.339966,1132.369995,1133.079956,000,1133.079956
2014-11-10,1143.97998,1145.900024,1131.680054,1133.079956,000,1133.079956
2014-11-07,1135.01001,1135.76001,1123.089966,1124.560059,000,1124.560059
2014-11-06,1129.420044,1133.400024,1129.079956,1130.22998,000,1130.22998
2014-11-05,1131.449951,1131.619995,1125.73999,1128.410034,000,1128.410034
2014-11-04,1137.819946,1139.98999,1134.800049,1135.089966,000,1135.089966
2014-11-03,1137.430054,1137.599976,1135.02002,1137.599976,000,1137.599976
2014-10-31,1136.339966,1142.609985,1136.339966,1141.180054,000,1141.180054
2014-10-30,1127.349976,1128.890015,1123.459961,1127.900024,000,1127.900024
2014-10-29,1134.680054,1135.25,1132.069946,1133.579956,000,1133.579956
2014-10-28,1109.459961,1123.140015,1109.459961,1120.859985,000,1120.859985
2014-10-27,1100.459961,1103.829956,1100.01001,1102.699951,000,1102.699951
2014-10-24,1108.089966,1109.800049,1104.810059,1109.109985,000,1109.109985
2014-10-23,1109.380005,1109.380005,1103.650024,1108.140015,000,1108.140015
2014-10-22,1114.369995,1117.01001,1110.329956,1114.469971,000,1114.469971
2014-10-21,1096.920044,1100.75,1094.680054,1100.25,000,1100.25
2014-10-20,1102.449951,1104.859985,1100.089966,1101.069946,000,1101.069946
2014-10-17,1094.599976,1102.459961,1094.579956,1098.150024,000,1098.150024
2014-10-16,1099.050049,1100.079956,1092.439941,1093.099976,000,1093.099976
2014-10-15,1108.219971,1110.109985,1104.430054,1104.969971,000,1104.969971
2014-10-14,1115.02002,1115.02002,1101.579956,1101.859985,000,1101.859985
2014-10-13,1098.339966,1113.040039,1096.459961,1106.920044,000,1106.920044
2014-10-10,1106.439941,1107.069946,1102.50,1102.540039,000,1102.540039
2014-10-09,1119.98999,1124.839966,1119.880005,1124.329956,000,1124.329956
2014-10-08,1110.290039,1115.030029,1108.569946,1109.650024,000,1109.650024
2014-10-07,1117.859985,1122.00,1112.810059,1117.209961,000,1117.209961
2014-10-06,1104.569946,1117.089966,1103.319946,1110.969971,000,1110.969971
2014-10-03,1083.109985,1105.050049,1083.109985,1101.410034,000,1101.410034
2014-10-02,1093.819946,1093.839966,1093.800049,1093.839966,000,1093.839966
2014-10-01,1093.819946,1093.839966,1093.800049,1093.839966,000,1093.839966
2014-09-30,1095.939941,1100.609985,1092.640015,1093.839966,000,1093.839966
2014-09-29,1109.910034,1112.119995,1105.76001,1109.430054,000,1109.430054
2014-09-26,1128.640015,1131.130005,1127.290039,1129.569946,000,1129.569946
2014-09-25,1141.050049,1142.849976,1134.76001,1135.219971,000,1135.219971
2014-09-24,1143.060059,1146.660034,1141.969971,1142.47998,000,1142.47998
2014-09-23,1142.819946,1146.780029,1138.300049,1138.73999,000,1138.73999
2014-09-22,1145.01001,1146.660034,1143.050049,1143.280029,000,1143.280029
2014-09-19,1157.359985,1165.089966,1157.359985,1158.880005,000,1158.880005
2014-09-18,1152.589966,1154.26001,1149.189941,1152.150024,000,1152.150024
2014-09-17,1162.420044,1164.390015,1160.73999,1162.680054,000,1162.680054
2014-09-16,1156.790039,1158.180054,1148.880005,1150.02002,000,1150.02002
2014-09-15,1161.819946,1166.130005,1160.589966,1161.01001,000,1161.01001
2014-09-12,1168.800049,1174.119995,1168.22998,1170.060059,000,1170.060059
2014-09-11,1177.22998,1177.829956,1171.069946,1174.709961,000,1174.709961
2014-09-10,1176.930054,1179.130005,1174.209961,1175.23999,000,1175.23999
2014-09-09,1197.790039,1197.810059,1197.780029,1197.810059,000,1197.810059
2014-09-08,1196.069946,1199.540039,1194.869995,1197.810059,000,1197.810059
2014-09-05,1199.199951,1201.140015,1196.410034,1198.839966,000,1198.839966
2014-09-04,1198.780029,1204.47998,1197.609985,1201.390015,000,1201.390015
2014-09-03,1192.530029,1205.410034,1192.47998,1204.27002,000,1204.27002
2014-09-02,1166.939941,1176.709961,1166.939941,1174.430054,000,1174.430054
2014-08-29,1171.079956,1176.52002,1171.069946,1173.23999,000,1173.23999
2014-08-28,1181.72998,1183.599976,1168.880005,1172.079956,000,1172.079956
2014-08-27,1184.040039,1186.109985,1176.040039,1177.780029,000,1177.780029
2014-08-26,1185.390015,1186.430054,1182.27002,1182.910034,000,1182.910034
2014-08-25,1181.449951,1189.819946,1180.959961,1187.170044,000,1187.170044
2014-08-22,1181.98999,1184.530029,1180.400024,1183.609985,000,1183.609985
2014-08-21,1174.469971,1178.76001,1173.969971,1178.079956,000,1178.079956
2014-08-20,1182.790039,1185.959961,1182.72998,1185.00,000,1185.00
2014-08-19,1175.869995,1186.310059,1172.819946,1183.050049,000,1183.050049
2014-08-18,1170.640015,1177.339966,1170.640015,1177.040039,000,1177.040039
2014-08-15,1173.329956,1174.75,1170.469971,1173.51001,000,1173.51001
2014-08-14,1160.780029,1167.329956,1155.969971,1160.050049,000,1160.050049
2014-08-13,1150.900024,1163.569946,1149.589966,1162.77002,000,1162.77002
2014-08-12,1150.599976,1153.209961,1147.800049,1153.040039,000,1153.040039
2014-08-11,1150.50,1152.939941,1148.430054,1151.969971,000,1151.969971
2014-08-08,1139.810059,1145.560059,1136.290039,1137.859985,000,1137.859985
2014-08-07,1143.050049,1143.76001,1139.609985,1140.420044,000,1140.420044
2014-08-06,1142.22998,1145.72998,1140.469971,1145.51001,000,1145.51001
2014-08-05,1146.079956,1150.439941,1142.319946,1149.359985,000,1149.359985
2014-08-04,1146.689941,1149.609985,1144.51001,1145.72998,000,1145.72998
2014-08-01,1147.829956,1149.849976,1141.900024,1143.689941,000,1143.689941
2014-07-31,1151.439941,1156.040039,1149.359985,1153.48999,000,1153.48999
