2015-12-31,9604.200195,9615.599609,9538.799805,9544.200195,79920900,9544.200195
2015-12-30,9650.00,9696.400391,9607.900391,9641.900391,141292900,9641.900391
2015-12-29,9611.700195,9677.700195,9606.400391,9670.400391,147769300,9670.400391
2015-12-28,9675.599609,9724.900391,9533.00,9552.50,137892200,9552.50
2015-12-24,9663.00,9706.200195,9653.099609,9682.900391,70619000,9682.900391
2015-12-23,9505.599609,9661.900391,9503.900391,9641.00,236264000,9641.00
2015-12-22,9451.799805,9456.299805,9351.799805,9415.599609,220106900,9415.599609
2015-12-21,9520.50,9558.200195,9365.799805,9365.799805,356508800,9365.799805
2015-12-18,9794.099609,9874.200195,9644.900391,9717.099609,408984200,9717.099609
2015-12-17,9909.099609,10000.400391,9850.900391,9878.50,324197600,9878.50
2015-12-16,9762.50,9817.400391,9635.700195,9711.00,342148400,9711.00
2015-12-15,9496.299805,9747.50,9492.50,9711.599609,302446400,9711.599609
2015-12-14,9658.00,9732.099609,9428.50,9428.50,273724800,9428.50
2015-12-11,9772.900391,9791.599609,9606.799805,9630.700195,263237400,9630.700195
2015-12-10,9779.400391,9872.50,9719.400391,9778.700195,258205300,9778.700195
2015-12-09,9865.299805,9932.099609,9713.200195,9835.50,250831100,9835.50
2015-12-08,10029.00,10031.200195,9790.400391,9837.099609,221179300,9837.099609
2015-12-07,10139.00,10158.200195,10021.900391,10042.400391,219572700,10042.400391
2015-12-04,10046.099609,10131.50,9931.099609,10078.700195,289629100,10078.700195
2015-12-03,10353.400391,10476.599609,10083.299805,10092.900391,355470500,10092.900391
2015-12-02,10411.900391,10447.00,10323.50,10342.00,233402800,10342.00
2015-12-01,10409.900391,10469.200195,10344.900391,10379.200195,208114000,10379.200195
2015-11-30,10299.00,10430.299805,10275.900391,10386.900391,258600500,10386.900391
2015-11-27,10285.799805,10390.700195,10264.50,10310.700195,200143600,10310.700195
2015-11-26,10217.299805,10352.900391,10174.799805,10332.299805,268316400,10332.299805
2015-11-25,10184.200195,10247.099609,10083.099609,10227.299805,418774800,10227.299805
2015-11-24,10231.299805,10231.299805,10045.599609,10207.200195,219025200,10207.200195
2015-11-23,10262.299805,10307.700195,10206.799805,10277.400391,184507500,10277.400391
2015-11-20,10373.200195,10385.00,10247.599609,10290.299805,231927700,10290.299805
2015-11-19,10340.50,10408.400391,10325.700195,10354.700195,272118200,10354.700195
2015-11-18,10284.00,10307.400391,10226.50,10261.099609,257182700,10261.099609
2015-11-17,10214.599609,10376.00,10199.599609,10363.799805,246057800,10363.799805
2015-11-16,10012.400391,10158.099609,10005.200195,10124.50,172141400,10124.50
2015-11-13,10118.299805,10201.200195,10012.299805,10111.400391,229553700,10111.400391
2015-11-12,10350.599609,10369.00,10113.400391,10144.00,276463500,10144.00
2015-11-11,10345.099609,10463.099609,10344.200195,10377.200195,205122100,10377.200195
2015-11-10,10364.00,10376.299805,10244.299805,10336.799805,213290500,10336.799805
2015-11-09,10451.599609,10476.900391,10322.900391,10325.200195,260461100,10325.200195
2015-11-06,10425.799805,10500.299805,10318.50,10453.200195,300129500,10453.200195
2015-11-05,10483.900391,10552.700195,10385.00,10431.200195,252121000,10431.200195
2015-11-04,10524.799805,10631.599609,10454.00,10473.50,308326500,10473.50
2015-11-03,10398.599609,10465.200195,10375.400391,10465.200195,284752700,10465.200195
2015-11-02,10279.299805,10463.50,10259.099609,10418.200195,265782300,10418.200195
2015-10-30,10394.200195,10405.700195,10258.700195,10360.700195,294535100,10360.700195
2015-10-29,10451.799805,10455.200195,10298.099609,10397.200195,254878400,10397.200195
2015-10-28,10321.00,10440.099609,10296.799805,10421.900391,218571200,10421.900391
2015-10-27,10458.200195,10458.200195,10300.700195,10322.400391,243678900,10322.400391
2015-10-26,10473.900391,10517.599609,10408.599609,10478.299805,248738200,10478.299805
2015-10-23,10449.700195,10591.900391,10418.200195,10476.299805,344634400,10476.299805
2015-10-22,10130.099609,10402.50,10109.50,10365.400391,272762700,10365.400391
2015-10-21,10126.099609,10188.299805,10004.00,10157.50,208277800,10157.50
2015-10-20,10196.799805,10217.00,10055.099609,10100.599609,218586200,10100.599609
2015-10-19,10221.50,10310.400391,10164.700195,10207.299805,186379800,10207.299805
2015-10-16,10174.900391,10244.00,10153.099609,10231.50,246079200,10231.50
2015-10-15,10132.099609,10132.700195,10055.099609,10101.700195,239299900,10101.700195
2015-10-14,10065.400391,10129.00,9992.400391,10037.599609,253688800,10037.599609
2015-10-13,10227.400391,10229.299805,10049.799805,10115.299805,259780200,10115.299805
2015-10-12,10318.799805,10379.00,10208.50,10246.400391,222784500,10246.400391
2015-10-09,10279.099609,10354.099609,10224.900391,10309.599609,365518500,10309.599609
2015-10-08,10137.799805,10190.299805,10063.200195,10181.200195,300043500,10181.200195
2015-10-07,10176.099609,10289.799805,10119.900391,10170.00,369632100,10170.00
2015-10-06,9996.50,10138.200195,9909.50,10103.299805,281156000,10103.299805
2015-10-05,9777.299805,9980.900391,9731.50,9971.299805,332672200,9971.299805
2015-10-02,9650.400391,9688.099609,9428.799805,9603.599609,280401400,9603.599609
2015-10-01,9668.900391,9718.00,9543.799805,9567.299805,273444200,9567.299805
2015-09-30,9580.599609,9606.299805,9491.099609,9559.900391,277069000,9559.900391
2015-09-29,9280.400391,9514.400391,9264.400391,9393.900391,303210600,9393.900391
2015-09-28,9500.900391,9598.599609,9357.400391,9394.200195,284114700,9394.200195
2015-09-25,9444.200195,9575.299805,9430.200195,9519.50,317510500,9519.50
2015-09-24,9492.099609,9540.200195,9231.299805,9291.400391,405846400,9291.400391
2015-09-23,9529.00,9659.099609,9463.900391,9474.599609,386536600,9474.599609
2015-09-22,9856.099609,9857.799805,9528.200195,9550.200195,335148000,9550.200195
2015-09-21,9826.099609,9952.00,9820.299805,9856.799805,220604700,9856.799805
2015-09-18,10048.599609,10050.299805,9801.700195,9847.200195,557110300,9847.200195
2015-09-17,10015.00,10141.799805,9988.900391,10106.599609,344891500,10106.599609
2015-09-16,9869.50,9983.00,9843.00,9976.799805,286866000,9976.799805
2015-09-15,9708.299805,9834.799805,9620.700195,9782.50,275760300,9782.50
2015-09-14,9764.799805,9836.900391,9685.599609,9696.400391,213979200,9696.400391
2015-09-11,9877.00,9886.00,9722.700195,9737.900391,261365400,9737.900391
